date,store_code,sku,category,on_hand_units,reorder_point,unit_cost_php
2026-05-16,CDO-06,Instant Noodles,Dry Goods,70,60,193.17
2026-05-16,CDO-06,Bottled Water 500ml,Beverage,90,50,140.09
2026-05-16,CDO-06,Canned Goods Mix,Dry Goods,58,45,96.95
2026-05-16,CDO-06,Rice 5kg,Dry Goods,27,25,39.42
2026-05-16,CDO-06,Egg Tray,Dairy,28,20,168.78
2026-05-16,CDO-06,Coffee Sachets,Beverage,167,80,204.08
2026-05-16,CDO-06,Soft Drinks 1.5L,Beverage,75,55,29.41
2026-05-16,CDO-06,Instant Coffee 3-in-1,Beverage,59,70,121.55
2026-05-16,CDO-06,Cup Noodles,Dry Goods,62,65,95.11
2026-05-16,CDO-06,Sandwich Bread,Bakery,31,30,110.94
2026-05-19,CDO-01,Bread Loaf 300g,Bakery,58,40,15.94
2026-05-19,CDO-01,Fresh Milk 1L,Dairy,29,35,38.5
2026-05-19,CDO-01,Instant Noodles,Dry Goods,87,60,155.06
2026-05-19,CDO-01,Bottled Water 500ml,Beverage,19,50,196.59
2026-05-19,CDO-01,Canned Goods Mix,Dry Goods,42,45,58.37
2026-05-19,CDO-01,Rice 5kg,Dry Goods,43,25,203.22
2026-05-19,CDO-01,Egg Tray,Dairy,40,20,12.29
2026-05-19,CDO-01,Coffee Sachets,Beverage,148,80,72.25
2026-05-19,CDO-01,Soft Drinks 1.5L,Beverage,46,55,112.22
2026-05-19,CDO-01,Instant Coffee 3-in-1,Beverage,114,70,28.82
2026-05-19,CDO-01,Cup Noodles,Dry Goods,127,65,36.49
2026-05-19,CDO-01,Sandwich Bread,Bakery,65,30,101.94
2026-05-19,CDO-02,Bread Loaf 300g,Bakery,75,40,65.12
2026-05-19,CDO-02,Fresh Milk 1L,Dairy,38,35,144.86
2026-05-19,CDO-02,Instant Noodles,Dry Goods,39,60,52.81
2026-05-19,CDO-02,Bottled Water 500ml,Beverage,93,50,165.08
2026-05-19,CDO-02,Canned Goods Mix,Dry Goods,78,45,191.84
2026-05-19,CDO-02,Rice 5kg,Dry Goods,46,25,117.24
2026-05-19,CDO-02,Egg Tray,Dairy,12,20,73.96
2026-05-19,CDO-02,Coffee Sachets,Beverage,101,80,36.76
2026-05-19,CDO-02,Soft Drinks 1.5L,Beverage,105,55,194.42
2026-05-19,CDO-02,Instant Coffee 3-in-1,Beverage,25,70,48.87
2026-05-19,CDO-02,Cup Noodles,Dry Goods,122,65,185.44
2026-05-19,CDO-02,Sandwich Bread,Bakery,23,30,104.77
2026-05-19,CDO-03,Bread Loaf 300g,Bakery,82,40,157.38
2026-05-19,CDO-03,Fresh Milk 1L,Dairy,29,35,182.58
2026-05-19,CDO-03,Instant Noodles,Dry Goods,76,60,142.71
2026-05-19,CDO-03,Bottled Water 500ml,Beverage,27,50,14.48
2026-05-19,CDO-03,Canned Goods Mix,Dry Goods,45,45,133.94
2026-05-19,CDO-03,Rice 5kg,Dry Goods,16,25,192.54
2026-05-19,CDO-03,Egg Tray,Dairy,28,20,82.15
2026-05-19,CDO-03,Coffee Sachets,Beverage,49,80,197.63
2026-05-19,CDO-03,Soft Drinks 1.5L,Beverage,95,55,154.04
2026-05-19,CDO-03,Instant Coffee 3-in-1,Beverage,59,70,89.95
2026-05-19,CDO-03,Cup Noodles,Dry Goods,40,65,129.32
2026-05-19,CDO-03,Sandwich Bread,Bakery,64,30,189.71
2026-05-19,CDO-04,Bread Loaf 300g,Bakery,61,40,151.67
2026-05-19,CDO-04,Fresh Milk 1L,Dairy,28,35,94.82
2026-05-19,CDO-04,Instant Noodles,Dry Goods,20,60,173.42
2026-05-19,CDO-04,Bottled Water 500ml,Beverage,88,50,9.89
2026-05-19,CDO-04,Canned Goods Mix,Dry Goods,91,45,145.24
2026-05-19,CDO-04,Rice 5kg,Dry Goods,36,25,9.79
2026-05-19,CDO-04,Egg Tray,Dairy,16,20,178.68
2026-05-19,CDO-04,Coffee Sachets,Beverage,70,80,213.01
2026-05-19,CDO-04,Soft Drinks 1.5L,Beverage,84,55,97.85
2026-05-19,CDO-04,Instant Coffee 3-in-1,Beverage,71,70,81.93
2026-05-19,CDO-04,Cup Noodles,Dry Goods,51,65,106.94
2026-05-19,CDO-04,Sandwich Bread,Bakery,48,30,182.75
2026-05-19,CDO-05,Bread Loaf 300g,Bakery,42,40,29.69
2026-05-19,CDO-05,Fresh Milk 1L,Dairy,45,35,148.42
2026-05-19,CDO-05,Instant Noodles,Dry Goods,114,60,87.34
2026-05-19,CDO-05,Bottled Water 500ml,Beverage,76,50,137.12
2026-05-19,CDO-05,Canned Goods Mix,Dry Goods,39,45,30.92
2026-05-19,CDO-05,Rice 5kg,Dry Goods,11,25,217.53
2026-05-19,CDO-05,Egg Tray,Dairy,30,20,190.64
2026-05-19,CDO-05,Coffee Sachets,Beverage,64,80,158.75
2026-05-19,CDO-05,Soft Drinks 1.5L,Beverage,110,55,71.34
2026-05-19,CDO-05,Instant Coffee 3-in-1,Beverage,41,70,170.28
2026-05-19,CDO-05,Cup Noodles,Dry Goods,131,65,178.75
2026-05-19,CDO-05,Sandwich Bread,Bakery,55,30,135.21
2026-05-19,CDO-06,Bread Loaf 300g,Bakery,62,40,152.32
2026-05-19,CDO-06,Fresh Milk 1L,Dairy,58,35,146.94
2026-05-19,CDO-06,Instant Noodles,Dry Goods,132,60,63.0
2026-05-19,CDO-06,Bottled Water 500ml,Beverage,55,50,90.31
2026-05-19,CDO-06,Canned Goods Mix,Dry Goods,17,45,158.11
2026-05-19,CDO-06,Rice 5kg,Dry Goods,35,25,48.26
2026-05-19,CDO-06,Egg Tray,Dairy,34,20,55.14
2026-05-19,CDO-06,Coffee Sachets,Beverage,105,80,174.4
2026-05-19,CDO-06,Soft Drinks 1.5L,Beverage,111,55,150.44
2026-05-19,CDO-06,Instant Coffee 3-in-1,Beverage,88,70,187.23
2026-05-19,CDO-06,Cup Noodles,Dry Goods,123,65,193.82
2026-05-19,CDO-06,Sandwich Bread,Bakery,19,30,28.69
2026-05-22,CDO-01,Bread Loaf 300g,Bakery,22,40,62.83
2026-05-22,CDO-01,Fresh Milk 1L,Dairy,64,35,169.74
2026-05-22,CDO-01,Instant Noodles,Dry Goods,39,60,152.1
2026-05-22,CDO-01,Bottled Water 500ml,Beverage,47,50,26.93
2026-05-22,CDO-01,Canned Goods Mix,Dry Goods,44,45,165.77
2026-05-22,CDO-01,Rice 5kg,Dry Goods,22,25,175.08
2026-05-22,CDO-01,Egg Tray,Dairy,19,20,63.24
2026-05-22,CDO-01,Coffee Sachets,Beverage,69,80,188.46
2026-05-22,CDO-01,Soft Drinks 1.5L,Beverage,66,55,191.68
2026-05-22,CDO-01,Instant Coffee 3-in-1,Beverage,99,70,208.19
2026-05-22,CDO-01,Cup Noodles,Dry Goods,28,65,196.56
2026-05-22,CDO-01,Sandwich Bread,Bakery,38,30,191.91
2026-05-22,CDO-02,Bread Loaf 300g,Bakery,41,40,71.25
2026-05-22,CDO-02,Fresh Milk 1L,Dairy,14,35,189.1
2026-05-22,CDO-02,Instant Noodles,Dry Goods,34,60,50.46
2026-05-22,CDO-02,Bottled Water 500ml,Beverage,54,50,128.71
2026-05-22,CDO-02,Canned Goods Mix,Dry Goods,91,45,105.01
2026-05-22,CDO-02,Rice 5kg,Dry Goods,23,25,159.72
2026-05-22,CDO-02,Egg Tray,Dairy,36,20,111.37
2026-05-22,CDO-02,Coffee Sachets,Beverage,120,80,45.49
2026-05-22,CDO-02,Soft Drinks 1.5L,Beverage,83,55,9.0
2026-05-22,CDO-02,Instant Coffee 3-in-1,Beverage,57,70,169.37
2026-05-22,CDO-02,Cup Noodles,Dry Goods,40,65,170.07
2026-05-22,CDO-02,Sandwich Bread,Bakery,37,30,169.88
2026-05-22,CDO-03,Bread Loaf 300g,Bakery,19,40,138.27
2026-05-22,CDO-03,Fresh Milk 1L,Dairy,53,35,93.52
2026-05-22,CDO-03,Instant Noodles,Dry Goods,128,60,89.26
2026-05-22,CDO-03,Bottled Water 500ml,Beverage,19,50,50.28
2026-05-22,CDO-03,Canned Goods Mix,Dry Goods,45,45,10.98
2026-05-22,CDO-03,Rice 5kg,Dry Goods,23,25,184.64
2026-05-22,CDO-03,Egg Tray,Dairy,13,20,151.47
2026-05-22,CDO-03,Coffee Sachets,Beverage,119,80,60.75
2026-05-22,CDO-03,Soft Drinks 1.5L,Beverage,89,55,81.0
2026-05-22,CDO-03,Instant Coffee 3-in-1,Beverage,38,70,89.31
2026-05-22,CDO-03,Cup Noodles,Dry Goods,92,65,43.41
2026-05-22,CDO-03,Sandwich Bread,Bakery,56,30,71.22
2026-05-22,CDO-04,Bread Loaf 300g,Bakery,34,40,162.3
2026-05-22,CDO-04,Fresh Milk 1L,Dairy,50,35,79.62
2026-05-22,CDO-04,Instant Noodles,Dry Goods,119,60,219.04
2026-05-22,CDO-04,Bottled Water 500ml,Beverage,48,50,199.09
2026-05-22,CDO-04,Canned Goods Mix,Dry Goods,44,45,47.95
2026-05-22,CDO-04,Rice 5kg,Dry Goods,53,25,202.66
2026-05-22,CDO-04,Egg Tray,Dairy,21,20,56.42
2026-05-22,CDO-04,Coffee Sachets,Beverage,135,80,35.82
2026-05-22,CDO-04,Soft Drinks 1.5L,Beverage,93,55,133.01
2026-05-22,CDO-04,Instant Coffee 3-in-1,Beverage,43,70,85.72
2026-05-22,CDO-04,Cup Noodles,Dry Goods,100,65,15.92
2026-05-22,CDO-04,Sandwich Bread,Bakery,59,30,62.23
2026-05-22,CDO-05,Bread Loaf 300g,Bakery,53,40,18.3
2026-05-22,CDO-05,Fresh Milk 1L,Dairy,77,35,148.34
2026-05-22,CDO-05,Instant Noodles,Dry Goods,93,60,12.19
2026-05-22,CDO-05,Bottled Water 500ml,Beverage,81,50,96.36
2026-05-22,CDO-05,Canned Goods Mix,Dry Goods,46,45,124.02
2026-05-22,CDO-05,Rice 5kg,Dry Goods,30,25,40.46
2026-05-22,CDO-05,Egg Tray,Dairy,32,20,141.63
2026-05-22,CDO-05,Coffee Sachets,Beverage,70,80,148.27
2026-05-22,CDO-05,Soft Drinks 1.5L,Beverage,86,55,65.24
2026-05-22,CDO-05,Instant Coffee 3-in-1,Beverage,102,70,37.08
2026-05-22,CDO-05,Cup Noodles,Dry Goods,122,65,30.24
2026-05-22,CDO-05,Sandwich Bread,Bakery,50,30,32.96
2026-05-22,CDO-06,Bread Loaf 300g,Bakery,21,40,30.53
2026-05-22,CDO-06,Fresh Milk 1L,Dairy,24,35,50.35
2026-05-22,CDO-06,Instant Noodles,Dry Goods,48,60,118.91
2026-05-22,CDO-06,Bottled Water 500ml,Beverage,34,50,157.13
2026-05-22,CDO-06,Canned Goods Mix,Dry Goods,39,45,16.35
2026-05-22,CDO-06,Rice 5kg,Dry Goods,31,25,52.03
2026-05-22,CDO-06,Egg Tray,Dairy,41,20,78.09
2026-05-22,CDO-06,Coffee Sachets,Beverage,24,80,150.39
2026-05-22,CDO-06,Soft Drinks 1.5L,Beverage,111,55,185.07
2026-05-22,CDO-06,Instant Coffee 3-in-1,Beverage,110,70,39.62
2026-05-22,CDO-06,Cup Noodles,Dry Goods,31,65,116.48
2026-05-22,CDO-06,Sandwich Bread,Bakery,50,30,29.47
2026-05-25,CDO-01,Bread Loaf 300g,Bakery,31,40,57.01
2026-05-25,CDO-01,Fresh Milk 1L,Dairy,76,35,70.76
2026-05-25,CDO-01,Instant Noodles,Dry Goods,71,60,29.16
2026-05-25,CDO-01,Bottled Water 500ml,Beverage,32,50,16.36
2026-05-25,CDO-01,Canned Goods Mix,Dry Goods,38,45,177.94
2026-05-25,CDO-01,Rice 5kg,Dry Goods,22,25,164.57
2026-05-25,CDO-01,Egg Tray,Dairy,10,20,168.74
2026-05-25,CDO-01,Coffee Sachets,Beverage,31,80,188.62
2026-05-25,CDO-01,Soft Drinks 1.5L,Beverage,86,55,44.15
2026-05-25,CDO-01,Instant Coffee 3-in-1,Beverage,69,70,100.8
2026-05-25,CDO-01,Cup Noodles,Dry Goods,96,65,194.24
2026-05-25,CDO-01,Sandwich Bread,Bakery,14,30,180.77
2026-05-25,CDO-02,Bread Loaf 300g,Bakery,26,40,92.96
2026-05-25,CDO-02,Fresh Milk 1L,Dairy,74,35,65.63
2026-05-25,CDO-02,Instant Noodles,Dry Goods,62,60,188.34
2026-05-25,CDO-02,Bottled Water 500ml,Beverage,91,50,145.56
2026-05-25,CDO-02,Canned Goods Mix,Dry Goods,82,45,31.97
2026-05-25,CDO-02,Rice 5kg,Dry Goods,41,25,20.43
2026-05-25,CDO-02,Egg Tray,Dairy,42,20,41.79
2026-05-25,CDO-02,Coffee Sachets,Beverage,87,80,133.24
2026-05-25,CDO-02,Soft Drinks 1.5L,Beverage,100,55,151.82
2026-05-25,CDO-02,Instant Coffee 3-in-1,Beverage,45,70,88.51
2026-05-25,CDO-02,Cup Noodles,Dry Goods,64,65,14.11
2026-05-25,CDO-02,Sandwich Bread,Bakery,48,30,185.77
2026-05-25,CDO-03,Bread Loaf 300g,Bakery,86,40,35.7
2026-05-25,CDO-03,Fresh Milk 1L,Dairy,72,35,31.94
2026-05-25,CDO-03,Instant Noodles,Dry Goods,65,60,17.75
2026-05-25,CDO-03,Bottled Water 500ml,Beverage,40,50,74.62
2026-05-25,CDO-03,Canned Goods Mix,Dry Goods,74,45,151.72
2026-05-25,CDO-03,Rice 5kg,Dry Goods,44,25,130.25
2026-05-25,CDO-03,Egg Tray,Dairy,27,20,215.31
2026-05-25,CDO-03,Coffee Sachets,Beverage,126,80,79.72
2026-05-25,CDO-03,Soft Drinks 1.5L,Beverage,71,55,156.52
2026-05-25,CDO-03,Instant Coffee 3-in-1,Beverage,34,70,148.28
2026-05-25,CDO-03,Cup Noodles,Dry Goods,50,65,81.3
2026-05-25,CDO-03,Sandwich Bread,Bakery,48,30,89.59
2026-05-25,CDO-04,Bread Loaf 300g,Bakery,76,40,126.37
2026-05-25,CDO-04,Fresh Milk 1L,Dairy,76,35,19.57
2026-05-25,CDO-04,Instant Noodles,Dry Goods,91,60,41.27
2026-05-25,CDO-04,Bottled Water 500ml,Beverage,96,50,188.6
2026-05-25,CDO-04,Canned Goods Mix,Dry Goods,88,45,23.87
2026-05-25,CDO-04,Rice 5kg,Dry Goods,31,25,59.07
2026-05-25,CDO-04,Egg Tray,Dairy,43,20,18.67
2026-05-25,CDO-04,Coffee Sachets,Beverage,58,80,144.38
2026-05-25,CDO-04,Soft Drinks 1.5L,Beverage,59,55,57.82
2026-05-25,CDO-04,Instant Coffee 3-in-1,Beverage,82,70,177.87
2026-05-25,CDO-04,Cup Noodles,Dry Goods,75,65,189.6
2026-05-25,CDO-04,Sandwich Bread,Bakery,34,30,33.17
2026-05-25,CDO-05,Bread Loaf 300g,Bakery,50,40,146.52
2026-05-25,CDO-05,Fresh Milk 1L,Dairy,17,35,95.42
2026-05-25,CDO-05,Instant Noodles,Dry Goods,82,60,8.04
2026-05-25,CDO-05,Bottled Water 500ml,Beverage,24,50,136.09
2026-05-25,CDO-05,Canned Goods Mix,Dry Goods,66,45,72.57
2026-05-25,CDO-05,Rice 5kg,Dry Goods,32,25,51.85
2026-05-25,CDO-05,Egg Tray,Dairy,32,20,209.48
2026-05-25,CDO-05,Coffee Sachets,Beverage,79,80,19.51
2026-05-25,CDO-05,Soft Drinks 1.5L,Beverage,40,55,104.35
2026-05-25,CDO-05,Instant Coffee 3-in-1,Beverage,96,70,139.39
2026-05-25,CDO-05,Cup Noodles,Dry Goods,78,65,147.32
2026-05-25,CDO-05,Sandwich Bread,Bakery,50,30,32.17
2026-05-25,CDO-06,Bread Loaf 300g,Bakery,70,40,55.01
2026-05-25,CDO-06,Fresh Milk 1L,Dairy,33,35,183.94
2026-05-25,CDO-06,Instant Noodles,Dry Goods,128,60,69.9
2026-05-25,CDO-06,Bottled Water 500ml,Beverage,65,50,156.84
2026-05-25,CDO-06,Canned Goods Mix,Dry Goods,17,45,42.8
2026-05-25,CDO-06,Rice 5kg,Dry Goods,14,25,159.97
2026-05-25,CDO-06,Egg Tray,Dairy,33,20,30.68
2026-05-25,CDO-06,Coffee Sachets,Beverage,117,80,47.76
2026-05-25,CDO-06,Soft Drinks 1.5L,Beverage,114,55,91.29
2026-05-25,CDO-06,Instant Coffee 3-in-1,Beverage,82,70,173.66
2026-05-25,CDO-06,Cup Noodles,Dry Goods,108,65,30.85
2026-05-25,CDO-06,Sandwich Bread,Bakery,33,30,204.44
2026-05-28,CDO-01,Bread Loaf 300g,Bakery,76,40,132.83
2026-05-28,CDO-01,Fresh Milk 1L,Dairy,62,35,103.51
2026-05-28,CDO-01,Instant Noodles,Dry Goods,93,60,210.71
2026-05-28,CDO-01,Bottled Water 500ml,Beverage,28,50,113.75
2026-05-28,CDO-01,Canned Goods Mix,Dry Goods,59,45,18.3
2026-05-28,CDO-01,Rice 5kg,Dry Goods,52,25,185.83
2026-05-28,CDO-01,Egg Tray,Dairy,24,20,115.77
2026-05-28,CDO-01,Coffee Sachets,Beverage,164,80,45.57
2026-05-28,CDO-01,Soft Drinks 1.5L,Beverage,77,55,162.86
2026-05-28,CDO-01,Instant Coffee 3-in-1,Beverage,38,70,90.13
2026-05-28,CDO-01,Cup Noodles,Dry Goods,94,65,195.13
2026-05-28,CDO-01,Sandwich Bread,Bakery,38,30,89.55
2026-05-28,CDO-02,Bread Loaf 300g,Bakery,86,40,202.17
2026-05-28,CDO-02,Fresh Milk 1L,Dairy,61,35,66.0
2026-05-28,CDO-02,Instant Noodles,Dry Goods,128,60,213.74
2026-05-28,CDO-02,Bottled Water 500ml,Beverage,58,50,36.27
2026-05-28,CDO-02,Canned Goods Mix,Dry Goods,49,45,156.4
2026-05-28,CDO-02,Rice 5kg,Dry Goods,43,25,71.37
2026-05-28,CDO-02,Egg Tray,Dairy,33,20,190.47
2026-05-28,CDO-02,Coffee Sachets,Beverage,132,80,206.33
2026-05-28,CDO-02,Soft Drinks 1.5L,Beverage,83,55,50.59
2026-05-28,CDO-02,Instant Coffee 3-in-1,Beverage,104,70,69.6
2026-05-28,CDO-02,Cup Noodles,Dry Goods,62,65,150.54
2026-05-28,CDO-02,Sandwich Bread,Bakery,65,30,145.82
2026-05-28,CDO-03,Bread Loaf 300g,Bakery,85,40,114.83
2026-05-28,CDO-03,Fresh Milk 1L,Dairy,57,35,76.34
2026-05-28,CDO-03,Instant Noodles,Dry Goods,31,60,82.67
2026-05-28,CDO-03,Bottled Water 500ml,Beverage,61,50,128.98
2026-05-28,CDO-03,Canned Goods Mix,Dry Goods,71,45,96.51
2026-05-28,CDO-03,Rice 5kg,Dry Goods,43,25,186.37
2026-05-28,CDO-03,Egg Tray,Dairy,17,20,187.63
2026-05-28,CDO-03,Coffee Sachets,Beverage,147,80,118.82
2026-05-28,CDO-03,Soft Drinks 1.5L,Beverage,19,55,38.81
2026-05-28,CDO-03,Instant Coffee 3-in-1,Beverage,110,70,50.38
2026-05-28,CDO-03,Cup Noodles,Dry Goods,112,65,42.12
2026-05-28,CDO-03,Sandwich Bread,Bakery,25,30,61.12
2026-05-28,CDO-04,Bread Loaf 300g,Bakery,76,40,154.41
2026-05-28,CDO-04,Fresh Milk 1L,Dairy,30,35,167.76
2026-05-28,CDO-04,Instant Noodles,Dry Goods,22,60,180.57
2026-05-28,CDO-04,Bottled Water 500ml,Beverage,25,50,192.02
2026-05-28,CDO-04,Canned Goods Mix,Dry Goods,77,45,191.35
2026-05-28,CDO-04,Rice 5kg,Dry Goods,43,25,126.99
2026-05-28,CDO-04,Egg Tray,Dairy,15,20,174.27
2026-05-28,CDO-04,Coffee Sachets,Beverage,145,80,68.98
2026-05-28,CDO-04,Soft Drinks 1.5L,Beverage,86,55,204.41
2026-05-28,CDO-04,Instant Coffee 3-in-1,Beverage,73,70,210.82
2026-05-28,CDO-04,Cup Noodles,Dry Goods,140,65,74.28
2026-05-28,CDO-04,Sandwich Bread,Bakery,40,30,10.75
2026-05-28,CDO-05,Bread Loaf 300g,Bakery,31,40,139.56
2026-05-28,CDO-05,Fresh Milk 1L,Dairy,62,35,192.47
2026-05-28,CDO-05,Instant Noodles,Dry Goods,113,60,201.24
2026-05-28,CDO-05,Bottled Water 500ml,Beverage,82,50,145.3
2026-05-28,CDO-05,Canned Goods Mix,Dry Goods,78,45,123.88
2026-05-28,CDO-05,Rice 5kg,Dry Goods,36,25,172.54
2026-05-28,CDO-05,Egg Tray,Dairy,43,20,70.37
2026-05-28,CDO-05,Coffee Sachets,Beverage,51,80,152.72
2026-05-28,CDO-05,Soft Drinks 1.5L,Beverage,36,55,44.84
2026-05-28,CDO-05,Instant Coffee 3-in-1,Beverage,89,70,87.97
2026-05-28,CDO-05,Cup Noodles,Dry Goods,72,65,126.0
2026-05-28,CDO-05,Sandwich Bread,Bakery,16,30,131.81
2026-05-28,CDO-06,Bread Loaf 300g,Bakery,31,40,78.08
2026-05-28,CDO-06,Fresh Milk 1L,Dairy,58,35,40.82
2026-05-28,CDO-06,Instant Noodles,Dry Goods,36,60,76.4
2026-05-28,CDO-06,Bottled Water 500ml,Beverage,20,50,205.66
2026-05-28,CDO-06,Canned Goods Mix,Dry Goods,66,45,148.32
2026-05-28,CDO-06,Rice 5kg,Dry Goods,31,25,129.41
2026-05-28,CDO-06,Egg Tray,Dairy,20,20,174.21
2026-05-28,CDO-06,Coffee Sachets,Beverage,72,80,54.63
2026-05-28,CDO-06,Soft Drinks 1.5L,Beverage,36,55,22.45
2026-05-28,CDO-06,Instant Coffee 3-in-1,Beverage,88,70,96.18
2026-05-28,CDO-06,Cup Noodles,Dry Goods,86,65,27.49
2026-05-28,CDO-06,Sandwich Bread,Bakery,22,30,53.23
2026-05-31,CDO-01,Bread Loaf 300g,Bakery,37,40,84.49
2026-05-31,CDO-01,Fresh Milk 1L,Dairy,25,35,167.56
2026-05-31,CDO-01,Instant Noodles,Dry Goods,78,60,219.29
2026-05-31,CDO-01,Bottled Water 500ml,Beverage,93,50,216.0
2026-05-31,CDO-01,Canned Goods Mix,Dry Goods,14,45,149.81
2026-05-31,CDO-01,Rice 5kg,Dry Goods,29,25,199.75
2026-05-31,CDO-01,Egg Tray,Dairy,29,20,139.68
2026-05-31,CDO-01,Coffee Sachets,Beverage,170,80,152.7
2026-05-31,CDO-01,Soft Drinks 1.5L,Beverage,50,55,202.18
2026-05-31,CDO-01,Instant Coffee 3-in-1,Beverage,147,70,89.81
2026-05-31,CDO-01,Cup Noodles,Dry Goods,86,65,67.96
2026-05-31,CDO-01,Sandwich Bread,Bakery,61,30,182.29
2026-05-31,CDO-02,Bread Loaf 300g,Bakery,40,40,178.2
2026-05-31,CDO-02,Fresh Milk 1L,Dairy,40,35,17.3
2026-05-31,CDO-02,Instant Noodles,Dry Goods,120,60,48.81
2026-05-31,CDO-02,Bottled Water 500ml,Beverage,64,50,209.02
2026-05-31,CDO-02,Canned Goods Mix,Dry Goods,28,45,210.73
2026-05-31,CDO-02,Rice 5kg,Dry Goods,33,25,9.55
2026-05-31,CDO-02,Egg Tray,Dairy,8,20,150.11
2026-05-31,CDO-02,Coffee Sachets,Beverage,142,80,191.37
2026-05-31,CDO-02,Soft Drinks 1.5L,Beverage,61,55,30.03
2026-05-31,CDO-02,Instant Coffee 3-in-1,Beverage,93,70,156.98
2026-05-31,CDO-02,Cup Noodles,Dry Goods,140,65,172.34
2026-05-31,CDO-02,Sandwich Bread,Bakery,46,30,207.23
2026-05-31,CDO-03,Bread Loaf 300g,Bakery,69,40,40.6
2026-05-31,CDO-03,Fresh Milk 1L,Dairy,41,35,78.32
2026-05-31,CDO-03,Instant Noodles,Dry Goods,28,60,19.5
2026-05-31,CDO-03,Bottled Water 500ml,Beverage,90,50,126.31
2026-05-31,CDO-03,Canned Goods Mix,Dry Goods,63,45,56.26
2026-05-31,CDO-03,Rice 5kg,Dry Goods,20,25,90.26
2026-05-31,CDO-03,Egg Tray,Dairy,30,20,99.8
2026-05-31,CDO-03,Coffee Sachets,Beverage,27,80,150.74
2026-05-31,CDO-03,Soft Drinks 1.5L,Beverage,72,55,143.98
2026-05-31,CDO-03,Instant Coffee 3-in-1,Beverage,103,70,168.26
2026-05-31,CDO-03,Cup Noodles,Dry Goods,92,65,156.59
2026-05-31,CDO-03,Sandwich Bread,Bakery,13,30,204.75
2026-05-31,CDO-04,Bread Loaf 300g,Bakery,20,40,174.82
2026-05-31,CDO-04,Fresh Milk 1L,Dairy,31,35,26.34
2026-05-31,CDO-04,Instant Noodles,Dry Goods,105,60,100.79
2026-05-31,CDO-04,Bottled Water 500ml,Beverage,53,50,148.07
2026-05-31,CDO-04,Canned Goods Mix,Dry Goods,54,45,121.1
2026-05-31,CDO-04,Rice 5kg,Dry Goods,14,25,90.89
2026-05-31,CDO-04,Egg Tray,Dairy,36,20,123.69
2026-05-31,CDO-04,Coffee Sachets,Beverage,170,80,38.54
2026-05-31,CDO-04,Soft Drinks 1.5L,Beverage,87,55,201.8
2026-05-31,CDO-04,Instant Coffee 3-in-1,Beverage,127,70,162.62
2026-05-31,CDO-04,Cup Noodles,Dry Goods,66,65,209.29
2026-05-31,CDO-04,Sandwich Bread,Bakery,41,30,125.67
2026-05-31,CDO-05,Bread Loaf 300g,Bakery,21,40,9.07
2026-05-31,CDO-05,Fresh Milk 1L,Dairy,50,35,121.88
2026-05-31,CDO-05,Instant Noodles,Dry Goods,126,60,72.59
2026-05-31,CDO-05,Bottled Water 500ml,Beverage,86,50,199.55
2026-05-31,CDO-05,Canned Goods Mix,Dry Goods,43,45,95.48
2026-05-31,CDO-05,Rice 5kg,Dry Goods,38,25,116.66
2026-05-31,CDO-05,Egg Tray,Dairy,12,20,54.81
2026-05-31,CDO-05,Coffee Sachets,Beverage,151,80,49.2
2026-05-31,CDO-05,Soft Drinks 1.5L,Beverage,35,55,177.53
2026-05-31,CDO-05,Instant Coffee 3-in-1,Beverage,134,70,188.49
2026-05-31,CDO-05,Cup Noodles,Dry Goods,135,65,218.79
2026-05-31,CDO-05,Sandwich Bread,Bakery,35,30,124.53
2026-05-31,CDO-06,Bread Loaf 300g,Bakery,34,40,22.28
2026-05-31,CDO-06,Fresh Milk 1L,Dairy,17,35,161.82
2026-05-31,CDO-06,Instant Noodles,Dry Goods,74,60,78.14
2026-05-31,CDO-06,Bottled Water 500ml,Beverage,27,50,146.96
2026-05-31,CDO-06,Canned Goods Mix,Dry Goods,22,45,139.34
2026-05-31,CDO-06,Rice 5kg,Dry Goods,50,25,75.37
2026-05-31,CDO-06,Egg Tray,Dairy,23,20,138.66
2026-05-31,CDO-06,Coffee Sachets,Beverage,70,80,131.84
2026-05-31,CDO-06,Soft Drinks 1.5L,Beverage,76,55,85.27
2026-05-31,CDO-06,Instant Coffee 3-in-1,Beverage,63,70,98.8
2026-05-31,CDO-06,Cup Noodles,Dry Goods,20,65,60.19
2026-05-31,CDO-06,Sandwich Bread,Bakery,22,30,164.84
2026-06-03,CDO-01,Bread Loaf 300g,Bakery,45,40,186.1
2026-06-03,CDO-01,Fresh Milk 1L,Dairy,19,35,163.39
2026-06-03,CDO-01,Instant Noodles,Dry Goods,118,60,106.12
2026-06-03,CDO-01,Bottled Water 500ml,Beverage,49,50,72.76
2026-06-03,CDO-01,Canned Goods Mix,Dry Goods,61,45,45.26
2026-06-03,CDO-01,Rice 5kg,Dry Goods,36,25,186.46
2026-06-03,CDO-01,Egg Tray,Dairy,39,20,37.68
2026-06-03,CDO-01,Coffee Sachets,Beverage,106,80,63.81
2026-06-03,CDO-01,Soft Drinks 1.5L,Beverage,109,55,24.21
2026-06-03,CDO-01,Instant Coffee 3-in-1,Beverage,31,70,11.95
2026-06-03,CDO-01,Cup Noodles,Dry Goods,82,65,14.61
